timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,11063,11601535777,11063.0,11064.087,0.011063
2,7718,8093704522,7718.0,7718.758,0.007718
3,12426,13030885254,12426.0,12427.221,0.012426
4,10520,11032103080,10520.0,10521.033,0.010520
5,9943,10427015297,9943.0,9943.977,0.009943
6,9713,10185819127,9713.0,9713.954,0.009713
7,10120,10612631480,10120.0,10120.994,0.010120
8,8551,8967254129,8551.0,8551.840,0.008551
9,8060,8452352740,8060.0,8060.792,0.008060
10,8050,8441865950,8050.0,8050.791,0.008050
11,8902,9335340458,8902.0,8902.874,0.008902
12,9054,9494739666,9054.0,9054.889,0.009054
13,9881,10361997199,9881.0,9881.971,0.009881
14,9581,10047393499,9581.0,9581.941,0.009581
15,8936,9370995544,8936.0,8936.878,0.008936
16,11362,11915090798,11362.0,11363.116,0.011362
17,13105,13742938295,13105.0,13106.287,0.013105
18,12865,13491255335,12865.0,12866.264,0.012865
19,12966,13597171914,12966.0,12967.274,0.012966
20,13231,13875071849,13231.0,13232.300,0.013231
21,13189,13831027331,13189.0,13190.296,0.013189
22,13262,13907580898,13262.0,13263.303,0.013262
23,13239,13884509960,13239.0,13241.301,0.013239
24,12615,13228036906,12615.0,12615.239,0.012615
25,13305,13952674095,13305.0,13306.307,0.013305
26,13298,13945333342,13298.0,13299.306,0.013298
27,13298,13945333342,13298.0,13299.306,0.013298
28,13345,13994621255,13345.0,13346.311,0.013345
29,13300,13947430700,13300.0,13301.306,0.013300
30,13021,13654849259,13021.0,13022.279,0.013021
