timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,559,158,1157,138
2,20001,6346,84306,6283
3,20731,5996,92003,7136
4,20136,5929,87836,7322
5,20150,5952,88718,7449
6,20708,6138,90782,7368
7,20871,6060,91782,7306
8,20491,6155,91288,7436
9,20679,6443,91762,7499
10,20226,5299,79968,6114
11,20725,6217,89886,7615
12,20840,6433,91137,7511
13,20773,6232,90789,7779
14,21066,6503,90744,7803
15,20592,6504,90311,7631
16,12071,3661,0,0
17,26,0,0,0
18,28,0,0,0
19,26,0,0,0
20,26,0,0,0
21,26,0,0,0
22,26,0,0,0
23,28,0,0,0
24,26,0,0,0
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,28,0,0,0
29,25,0,0,0
30,26,0,0,0
