timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,42523,5577912002,42523.0,5319.511,0.042523
2,39468,5177175432,39468.0,4937.339,0.039468
3,39254,5149104196,39254.0,4910.568,0.039254
4,39067,5124574658,39067.0,4887.175,0.039067
5,38431,5041147994,38431.0,4807.613,0.038431
6,39393,5167337382,39393.0,4927.957,0.039393
7,34337,4504121638,34337.0,4295.465,0.034337
8,33364,4376489336,33364.0,4173.745,0.033364
9,39679,5204853146,39679.0,4963.735,0.039679
10,31899,4184319426,31899.0,3990.478,0.031899
11,37740,4950506760,37740.0,4721.171,0.037740
12,38073,4994187702,38073.0,4762.829,0.038073
13,37469,4914958606,37469.0,4687.270,0.037469
14,40524,5315695176,40524.0,5069.442,0.040524
15,38740,5081680760,38740.0,4846.268,0.038740
16,36248,4754795152,36248.0,4534.526,0.036248
17,39195,5141364930,39195.0,4903.188,0.039195
18,43787,5743715938,43787.0,5477.634,0.043787
19,43879,5755783946,43879.0,5489.143,0.043879
20,43778,5742535372,43778.0,5476.508,0.043778
21,43811,5746864114,43811.0,5480.637,0.043811
22,43507,5706987218,43507.0,5442.607,0.043507
23,43854,5752504596,43854.0,5486.016,0.043854
24,44006,5772443044,44006.0,5505.031,0.044006
25,43920,5761162080,43920.0,5494.272,0.043920
26,43615,5721154010,43615.0,5456.118,0.043615
27,43735,5736894890,43735.0,5471.129,0.043735
28,43741,5737681934,43741.0,5471.880,0.043741
29,43822,5748307028,43822.0,5482.013,0.043822
30,43844,5751192856,43844.0,5484.765,0.043844
