timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1363,305,957,280
2,71893,11072,74973,16893
3,73275,11124,76253,18150
4,72359,11296,75285,18273
5,71297,11258,73483,17279
6,73553,11181,77703,17892
7,73249,10868,75404,17099
8,73378,11101,74767,17722
9,73537,11003,75298,17201
10,73206,10983,77428,18044
11,73709,11012,78843,18324
12,73787,11291,78380,17594
13,73410,11021,78369,18083
14,73943,11200,78049,18033
15,73031,11293,76427,17865
16,74218,11274,79975,17845
17,73670,11193,75775,17212
18,73837,11269,78530,18163
19,73083,11214,76200,17822
20,32024,4903,0,0
21,43,0,0,0
22,43,0,0,0
23,46,0,0,0
24,43,0,0,0
25,43,0,0,0
26,43,0,0,0
27,44,0,0,0
28,46,0,0,0
29,43,0,0,0
30,43,0,0,0
