timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1671,409,931,362
2,25210,6475,21028,5885
3,25476,6698,21260,6683
4,26533,6706,21161,6457
5,25956,6792,21557,6180
6,27317,6762,21711,5992
7,25983,6737,21365,6522
8,26857,6823,22146,6172
9,26008,6716,21027,6373
10,27182,6621,22644,6222
11,25869,6652,20473,6061
12,14783,3884,-697867,-238792
13,37,0,0,0
14,36,0,0,0
15,38,0,0,0
16,37,0,0,0
17,38,0,0,0
18,37,0,0,0
19,37,0,0,0
20,38,0,0,0
21,36,0,0,0
22,39,0,0,0
23,37,0,0,0
24,36,0,0,0
25,38,0,0,0
26,37,0,0,0
27,39,0,0,0
28,36,0,0,0
29,37,0,0,0
30,38,0,0,0
