timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,108308,11410860,0,107376
2,108308,11410860,0,107376
3,108308,11410860,0,107376
4,108316,11410860,0,107384
5,108344,11410860,0,107404
6,108344,11410860,0,107408
7,108352,11410860,0,107416
8,108360,11410860,0,107416
9,108360,11410860,0,107420
10,108360,11410860,0,107436
11,108360,11410860,0,107436
12,108380,11410860,0,107436
13,108380,11410860,0,107444
14,108380,11410860,0,107468
15,108380,11410860,0,107468
16,108380,11410860,0,107476
17,108380,11410860,0,107476
18,108380,11410860,0,107476
19,108380,11410860,0,107480
20,108380,11410860,0,107496
21,108380,11410860,0,107496
22,108380,11410860,0,107500
23,108380,11410860,0,107504
24,108404,11410860,0,0
25,108456,11410860,0,0
26,108456,11410860,0,0
27,108456,11410860,0,0
28,108456,11410860,0,0
29,108456,11410860,0,0
30,108456,11410860,0,0
