timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,107748,11410860,0,105704
2,107748,11410860,0,105708
3,107752,11410860,0,105728
4,107776,11410860,0,105728
5,107776,11410860,0,105756
6,107776,11410860,0,105772
7,107776,11410860,0,105772
8,107804,11410860,0,105772
9,107804,11410860,0,105808
10,107804,11410860,0,105808
11,107804,11410860,0,105812
12,107812,11410860,0,105812
13,107812,11410860,0,105820
14,107812,11410860,0,105840
15,107828,11410860,0,105852
16,107828,11410860,0,105852
17,107884,11410860,0,105856
18,107884,11410860,0,105864
19,107884,11410860,0,105896
20,107884,11410860,0,105904
21,107892,11410860,0,105904
22,107892,11410860,0,105908
23,107892,11410860,0,105908
24,107892,11410860,0,105908
25,107896,11410860,0,105908
26,107896,11410860,0,105908
27,107896,11410860,0,105912
28,107896,11410860,0,105912
29,107896,11410860,0,105912
30,107948,11410860,0,0
