timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,675,121,1063,141
2,36790,6545,101229,7438
3,37375,6506,103524,7335
4,37364,6836,103095,7513
5,36693,6912,101415,7727
6,37653,6804,104142,7606
7,36726,6112,97574,6922
8,37579,6717,104977,7699
9,37423,6907,104071,7650
10,37027,6931,101944,7768
11,37454,6802,103878,7482
12,37341,6990,103561,7796
13,37345,6972,104293,7868
14,36840,7168,102518,7922
15,36816,7182,101988,7958
16,37571,7202,104127,7955
17,37226,7134,103869,8079
18,36914,7229,102039,8088
19,27277,5383,74211,6277
20,26,0,0,0
21,26,0,0,0
22,27,0,0,0
23,28,0,0,0
24,26,0,0,0
25,25,0,0,0
26,27,1,0,0
27,26,0,0,0
28,28,0,0,0
29,26,0,0,0
30,26,0,0,0
