timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,705,199,1402,246
2,22988,7086,96744,11516
3,26929,5976,96486,10015
4,23351,7189,97294,11873
5,22865,6806,96258,12241
6,24545,6647,97015,11569
7,33421,3476,82056,5906
8,27490,2468,91844,4529
9,24367,379,34588,581
10,27895,132,42649,247
11,27988,124,42594,258
12,28048,127,42755,183
13,28831,167,49351,299
14,27632,116,41145,199
15,26529,108,36989,167
16,27208,114,39757,218
17,27187,94,39434,161
18,28755,164,49016,314
19,28202,149,43518,235
20,28144,146,43155,179
21,16860,23,0,0
22,15188,1,0,0
23,15206,1,0,0
24,15199,5,0,0
25,15209,1,0,0
26,15201,3,0,0
27,15206,3,0,0
28,15207,3,0,0
29,15168,5,0,0
30,15187,5,0,0
