timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,991,306,1111,352
2,15319,4205,28044,5024
3,15796,4175,27938,5299
4,15275,4148,27970,5414
5,15373,3927,26819,5221
6,15824,4073,28774,4801
7,15683,4036,28003,5064
8,15617,4154,28019,5063
9,15827,4154,28671,5192
10,15752,3979,27943,5062
11,15719,4216,28804,5094
12,15821,3981,28211,4997
13,15165,4063,27720,5236
14,15508,2700,21138,3829
15,15181,9,0,0
16,15186,7,0,0
17,15195,2,0,0
18,15217,4,0,0
19,15181,1,0,0
20,15214,3,0,0
21,15201,6,0,0
22,15199,2,0,0
23,15198,4,0,0
24,15201,2,0,0
25,15194,4,0,0
26,15191,1,0,0
27,15215,2,0,0
28,15218,3,0,0
29,15203,3,0,0
30,15216,3,0,0
