timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,1304,1895,3003,4167,108,5871,1380,450
2,1528,2395,4003,6155,133,9095,1656,644
3,1518,2249,3621,5255,144,8791,1610,560
4,1559,2329,3733,5563,130,8751,1657,586
5,1507,2241,3583,5019,135,7303,1603,551
6,1796,2719,4291,5999,136,9911,1909,693
7,1635,2563,4175,5907,120,8099,1772,668
8,1664,2653,4159,5959,136,9935,1808,688
9,1753,2749,4423,6431,133,10823,1882,726
10,1634,2485,3923,5587,127,8551,1748,618
11,1679,2615,4211,6035,137,9623,1806,678
12,1514,2285,3511,4955,135,10231,1611,560
13,1687,2491,3815,5255,131,7495,1783,593
14,1503,2331,3943,7155,132,15071,1621,669
15,1268,1823,2817,3887,118,5663,1332,423
16,1260,1820,2913,3977,131,6947,1331,429
17,1276,1832,2841,3997,130,6559,1338,426
18,1269,1833,2851,4027,134,6691,1340,427
19,1266,1810,2823,4167,125,5883,1331,419
20,1261,1809,2853,4089,122,6311,1326,423
21,1259,1830,2867,4371,123,6555,1331,439
22,1268,1819,2881,4123,141,5979,1333,429
23,1264,1812,2875,4307,134,6811,1331,430
24,1268,1822,2831,3915,139,6383,1330,424
25,1274,1817,2843,4023,132,5671,1339,420
26,1274,1817,2825,4093,138,6659,1337,419
27,1270,1816,2841,3993,145,5195,1331,421
28,1264,1820,2967,4163,141,6099,1332,436
29,1273,1814,2763,3777,126,5427,1333,408
30,1266,1817,2825,4049,115,5895,1332,418
