timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,796,1195,2107,3323,86,5399,851,329
2,799,1215,2091,3051,91,5223,858,323
3,804,1198,2097,3925,95,5071,859,332
4,945,1518,2527,3775,83,6155,1030,412
5,1003,1550,2659,4069,111,6803,1083,419
6,1019,1544,2619,3837,109,7011,1089,408
7,1133,1768,3087,4631,105,6283,1230,495
8,1090,1727,2807,4067,103,5607,1179,453
9,1056,1667,2873,4511,115,7603,1150,463
10,1075,1684,2885,4491,110,7515,1165,463
11,1043,1638,2713,3951,99,6355,1128,434
12,970,1522,2601,3881,107,6395,1060,406
13,890,1252,2065,3171,121,6083,935,301
14,899,1253,2035,2919,114,5307,944,289
15,897,1278,2091,3141,107,5439,946,306
16,889,1253,2004,3041,111,4879,933,294
17,908,1235,1970,3053,118,5223,946,281
18,886,1241,2127,3467,87,5351,934,310
19,897,1233,1973,2927,147,4819,936,279
20,898,1242,1984,3027,86,5543,939,286
21,889,1243,2018,3113,116,5131,934,294
22,902,1237,1934,2785,113,5155,941,272
23,898,1247,1941,2731,99,4687,938,275
24,894,1231,1970,2899,122,5563,935,279
25,897,1245,2002,3145,96,5867,942,291
26,900,1246,1951,2869,107,5563,940,281
27,896,1253,2113,3589,100,8303,942,327
28,897,1230,1954,2889,112,4643,935,276
29,901,1259,2063,3271,125,5095,944,303
30,907,1263,2063,3067,102,5019,950,298
