timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1798,445,1455,633
2,68052,11317,51893,16439
3,68456,10929,51440,16548
4,68786,11364,51693,16052
5,67980,11546,50884,16610
6,68594,10868,51628,17122
7,70608,11531,52966,16053
8,69515,11462,51913,16130
9,68007,11638,51943,17312
10,68633,11550,51504,16220
11,67753,11593,50825,16725
12,68968,11555,52591,16887
13,68856,11667,50492,17073
14,70313,11812,51536,16617
15,67169,11505,51001,17025
16,70100,11965,51722,16257
17,68199,12072,49698,16342
18,69314,11543,52048,17292
19,66932,11242,50584,16728
20,29461,5134,0,0
21,26,0,0,0
22,26,0,0,0
23,27,0,0,0
24,28,0,0,0
25,26,0,0,0
26,26,0,0,0
27,25,0,0,0
28,28,0,0,0
29,27,0,0,0
30,26,0,0,0
