timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,104688,11410860,0,108764
2,104692,11410860,0,108772
3,104692,11410860,0,108792
4,104704,11410860,0,108812
5,104704,11410860,0,108816
6,104704,11410860,0,108840
7,104708,11410860,0,108840
8,104736,11410860,0,108848
9,104736,11410860,0,108868
10,104740,11410860,0,108868
11,104740,11410860,0,108872
12,104744,11410860,0,108880
13,104748,11410860,0,108880
14,104748,11410860,0,108888
15,104764,11410860,0,108908
16,104764,11410860,0,108916
17,104824,11410860,0,108920
18,104824,11410860,0,108928
19,104824,11410860,0,108952
20,104824,11410860,0,108956
21,104828,11410860,0,108972
22,104828,11410860,0,108976
23,104828,11410860,0,108976
24,104828,11410860,0,108976
25,104828,11410860,0,108976
26,104828,11410860,0,108976
27,104832,11410860,0,108976
28,104832,11410860,0,108980
29,104832,11410860,0,0
30,104892,11410860,0,0
