timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,111724,10634708,0,111544
2,111724,10634708,0,111556
3,111740,10634708,0,111560
4,111748,10634708,0,111564
5,111772,10634708,0,111592
6,111772,10634708,0,111604
7,111772,10634708,0,111624
8,111776,10634708,0,111632
9,111776,10634708,0,111648
10,111776,10634708,0,111676
11,111804,10634708,0,111680
12,111804,10634708,0,111692
13,111816,10634708,0,111700
14,111816,10634708,0,111700
15,111816,10634708,0,111732
16,111820,10634708,0,111736
17,111820,10634708,0,111740
18,111868,10634708,0,111772
19,111868,10634708,0,111784
20,111868,10634708,0,111824
21,111868,10634708,0,111832
22,111872,10634708,0,111836
23,111872,10634708,0,111840
24,111872,10634708,0,111840
25,111872,10634708,0,111844
26,111872,10634708,0,111844
27,111876,10634708,0,111852
28,111876,10634708,0,111860
29,111876,10634708,0,111864
30,111880,10634708,0,0
