timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,497800,7547572,0,618124
2,497868,7547572,0,618124
3,497868,7547572,0,618124
4,497872,7547572,0,618124
5,497872,7547572,0,618124
6,497872,7547572,0,618132
7,497872,7547572,0,618132
8,497872,7547572,0,618132
9,497872,7547572,0,618132
10,497872,7547572,0,618132
11,497872,7547572,0,618132
12,497872,7547572,0,618132
13,497872,7547572,0,618132
14,497872,7547572,0,618132
15,497872,7547572,0,618132
16,497872,7547572,0,618132
17,497872,7547572,0,618332
18,497872,7547572,0,618344
19,497872,7547572,0,618344
20,497872,7547572,0,618344
21,497872,7547572,0,618344
22,497884,7547572,0,0
23,497884,7547572,0,0
24,497884,7547572,0,0
25,497884,7547572,0,0
26,497884,7547572,0,0
27,497884,7547572,0,0
28,497884,7547572,0,0
29,497884,7547572,0,0
30,497884,7547572,0,0
