timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,45,54,71,104,42,235,47,6
2,46,58,75,107,42,657,48,8
3,45,56,70,95,42,131,47,6
4,58,91,121,149,42,979,62,23
5,76,115,162,231,49,2591,82,41
6,76,119,168,237,50,4631,84,57
7,76,114,152,191,49,3005,81,36
8,302,336,376,592,51,1783,272,94
9,305,332,361,393,289,3177,310,53
10,307,344,363,388,288,442,315,19
11,308,345,365,405,287,454,315,20
12,304,333,355,397,288,422,308,15
13,308,340,360,391,289,411,313,17
14,305,337,358,389,288,448,310,17
15,311,344,364,400,288,402,318,19
16,313,347,366,397,288,399,320,20
17,303,331,358,419,283,476,307,16
18,308,338,357,395,287,409,312,16
19,304,333,356,387,284,490,308,16
20,303,336,359,400,285,403,309,17
21,307,340,361,388,286,432,313,18
22,327,343,376,414,285,3401,322,60
23,305,340,360,396,288,1100,312,22
24,303,335,357,387,288,426,308,15
25,305,335,364,390,290,611,310,16
26,304,330,355,386,288,394,308,14
27,304,341,360,396,287,415,312,19
28,308,342,371,396,287,411,314,19
29,305,335,353,380,287,394,310,16
30,302,328,347,373,288,394,306,13
