timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,2240,459,1628,686
2,81187,11640,62306,19543
3,83023,11410,63968,18802
4,82559,12111,63814,19888
5,79645,11957,63037,20256
6,81530,12023,64388,20092
7,81466,11987,63270,20687
8,82085,11922,63851,20189
9,82277,11825,62532,20630
10,82906,12546,64072,21579
11,82215,11599,64689,19484
12,80794,12450,62154,21076
13,81895,12632,62160,20462
14,81798,12123,62737,21915
15,80947,12349,63837,21791
16,80316,12215,63622,21771
17,81542,12730,63916,21561
18,81631,12618,63358,21371
19,80289,12110,61499,20884
20,79479,12009,61596,19519
21,31307,5361,0,0
22,26,0,0,0
23,26,0,0,0
24,27,0,0,0
25,28,0,0,0
26,25,0,0,0
27,26,0,0,0
28,26,0,0,0
29,27,0,0,0
30,28,0,0,0
