syscall_name,count,errors,total_time_us,avg_time_us,pct_time
shutdown,85624,0,2118636,24,0.50
accept,85604,0,411350,4,0.10
futex,44689,0,232734852,5207,55.12
restart_syscall,7,0,851974,121710,0.20
