timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1119,309,1085,395
2,33682,8650,29844,10141
3,35351,8909,31256,9768
4,34336,9202,30280,10423
5,34135,9003,30116,9478
6,34685,9053,30308,10142
7,34504,9171,30546,9884
8,34049,8903,30512,10340
9,34898,9776,30816,9411
10,35592,9384,30874,9835
11,34022,9233,30728,9810
12,34423,9029,31669,10127
13,34132,9125,30541,9903
14,34595,9559,31461,9973
15,33742,8974,30798,9538
16,15180,4211,0,0
17,26,0,0,0
18,28,0,0,0
19,27,1,0,0
20,26,0,0,0
21,26,0,0,0
22,26,0,0,0
23,28,0,0,0
24,27,0,0,0
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,28,0,0,0
29,27,0,0,0
30,26,0,0,0
