syscall_name,count,errors,total_time_us,avg_time_us,pct_time
accept,103091,0,536307,5,0.12
shutdown,93719,0,2202079,23,0.49
futex,45667,0,247176364,5412,54.49
restart_syscall,6,0,1061647,176941,0.23
