timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,57985,243305060,57985.0,232.034,0.057985
2,59083,247912268,59083.0,236.428,0.059083
3,58802,246733192,58802.0,235.303,0.058802
4,48529,203627684,48529.0,194.194,0.048529
5,45138,189399048,45138.0,180.625,0.045138
6,41962,176072552,41962.0,167.916,0.041962
7,41442,173890632,41442.0,165.835,0.041442
8,43944,184389024,43944.0,175.847,0.043944
9,40198,168670808,40198.0,160.857,0.040198
10,4420,18546320,4420.0,17.687,0.004420
11,4338,18202248,4338.0,17.359,0.004338
12,4523,18978508,4523.0,18.099,0.004523
13,4451,18676396,4451.0,17.811,0.004451
14,4467,18743532,4467.0,17.875,0.004467
15,4455,18693180,4455.0,17.827,0.004455
16,4155,17434380,4155.0,16.627,0.004155
17,4498,18873608,4498.0,17.999,0.004498
18,4467,18743532,4467.0,17.875,0.004467
19,4436,18613456,4436.0,17.751,0.004436
20,4534,19024664,4534.0,18.143,0.004534
21,4430,18588280,4430.0,17.727,0.004430
22,4482,18806472,4482.0,17.935,0.004482
23,4498,18873608,4498.0,17.999,0.004498
24,4540,19049840,4540.0,18.167,0.004540
25,4380,18378480,4380.0,17.527,0.004380
26,4420,18546320,4420.0,17.687,0.004420
27,4526,18991096,4526.0,18.111,0.004526
28,4405,18483380,4405.0,17.627,0.004405
29,4492,18848432,4492.0,17.975,0.004492
30,4552,19100192,4552.0,18.215,0.004552
