timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,1269,1545,2337,17935,225,18479,1256,774
2,1184,1380,1660,4715,225,5039,1070,388
3,1235,1397,1496,3181,239,3521,1218,203
4,1114,1494,3119,4579,235,4775,1264,424
5,1106,1155,1779,4111,543,4135,1131,201
6,1300,1610,3665,15311,206,1016831,1826,20674
7,1306,1675,3891,5075,528,5139,1414,485
8,1223,1364,3691,4551,221,4723,1262,358
9,1158,1288,3481,4823,113,4999,1065,521
10,1087,1108,1237,4551,982,4599,1101,194
11,1087,1113,3491,4403,940,4439,1136,336
12,1090,1118,1190,4407,924,4487,1109,225
13,1087,1109,1289,4543,944,4615,1107,247
14,1087,1108,1171,4583,942,4635,1100,193
15,1089,1116,1168,3989,667,4019,1097,154
16,1090,1117,1176,44319,929,44351,1148,1481
17,1090,1119,2763,4131,929,4203,1121,268
18,1092,1117,1162,3883,576,3981,1094,100
19,1089,1118,1179,3869,943,3957,1098,147
20,1090,1118,1242,3447,915,3505,1098,116
21,1093,1124,1503,4439,969,4507,1109,192
22,1094,1123,1461,4033,968,4099,1114,212
23,1070,1087,1136,3495,877,3513,1074,106
24,1086,1107,1381,4363,206,4415,1103,202
25,1093,1123,2213,4427,948,4487,1116,243
26,1091,1119,1385,3313,953,3341,1105,136
27,1086,1107,1389,4475,967,4547,1100,172
28,1088,1109,1276,3297,927,3397,1096,115
29,1091,1117,1180,2329,950,2369,1094,59
30,1087,1110,3457,4503,939,4523,1131,331
