timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,348152,4996156,0,102400
2,348152,4996156,0,102412
3,348152,4996156,0,102412
4,348152,4996156,0,102420
5,348152,4996156,0,102448
6,348936,4996156,0,102448
7,348936,4996156,0,102452
8,348936,4996156,0,102456
9,348936,4996156,0,102456
10,350992,4996156,0,102468
11,350992,4996156,0,102484
12,349196,4996156,0,102484
13,349196,4996156,0,102484
14,349196,4996156,0,102508
15,349196,4996156,0,102524
16,349196,4996156,0,102524
17,349196,4996156,0,102536
18,349196,4996156,0,102536
19,349196,4996156,0,102536
20,349196,4996156,0,102536
21,349196,4996156,0,102556
22,349196,4996156,0,102568
23,349196,4996156,0,102572
24,349196,4996156,0,102572
25,349196,4996156,0,0
26,349196,4996156,0,0
27,349196,4996156,0,0
28,349196,4996156,0,0
29,349196,4996156,0,0
30,349196,4996156,0,0
