timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,2,3,23,6
2,2,3,23,6
3,2,3,23,6
4,2,3,23,6
5,2,3,23,6
6,2,3,23,6
7,2,3,23,6
8,2,3,23,6
9,2,3,23,6
10,2,3,23,6
11,2,3,23,6
12,2,3,23,6
13,2,3,23,6
14,2,3,23,6
15,2,3,23,6
16,2,3,23,6
17,2,3,23,6
18,2,3,23,6
19,2,3,23,6
20,2,3,23,6
21,2,3,23,6
22,2,3,23,6
23,2,3,23,6
24,2,3,23,6
25,2,3,0,0
26,2,3,0,0
27,2,3,0,0
28,2,3,0,0
29,2,3,0,0
30,2,3,0,0
