timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,31175,130801908,31175.0,124.742,0.031175
2,27510,115364824,27510.0,110.020,0.027510
3,24235,101690060,24235.0,96.979,0.024235
4,5162,21659752,5162.0,20.656,0.005162
5,1164,4884144,1164.0,4.658,0.001164
6,9655,40491400,9655.0,38.616,0.009655
7,17395,72989420,17395.0,69.608,0.017395
8,18603,78058188,18603.0,74.442,0.018603
9,15636,65436620,15636.0,62.405,0.015636
10,4470,18756120,4470.0,17.887,0.004470
11,4355,18273580,4355.0,17.427,0.004355
12,4445,18651220,4445.0,17.787,0.004445
13,4455,18693180,4455.0,17.827,0.004455
14,4480,18798080,4480.0,17.927,0.004480
15,4495,18861020,4495.0,17.987,0.004495
16,4304,18059584,4304.0,17.223,0.004304
17,4395,18441420,4395.0,17.587,0.004395
18,4510,18923960,4510.0,18.047,0.004510
19,4490,18840040,4490.0,17.967,0.004490
20,4486,18823256,4486.0,17.951,0.004486
21,4445,18651220,4445.0,17.787,0.004445
22,3510,14727960,3510.0,14.046,0.003510
23,1126,4724696,1126.0,4.506,0.001126
24,4304,18059584,4304.0,17.223,0.004304
25,4420,18546320,4420.0,17.687,0.004420
26,4460,18714160,4460.0,17.847,0.004460
27,4485,18819060,4485.0,17.947,0.004485
28,4500,18882000,4500.0,18.007,0.004500
29,4505,18902980,4505.0,18.027,0.004505
30,4360,18294560,4360.0,17.447,0.004360
