timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,758,1052,1112,1126,79,1127,775,205
2,741,1069,2373,3401,93,4483,726,398
3,608,1063,1642,3355,89,4239,652,370
4,866,1129,2513,4167,87,4399,801,466
5,638,1098,2429,4283,85,6651,687,461
6,660,1112,1681,4291,82,5395,694,388
7,487,1037,1111,1902,76,3341,556,338
8,549,839,1094,1125,84,1127,559,230
9,663,1079,1121,1128,73,1129,617,338
10,685,1034,1101,1127,72,1134,594,316
11,593,998,1096,1132,74,1132,604,295
12,761,988,1100,1121,72,1123,685,290
13,782,1040,1119,1125,73,1132,701,297
14,790,1050,1104,1119,82,1123,748,280
15,671,1034,1092,1124,82,1126,603,308
16,537,981,1108,1126,74,1172,576,302
17,538,994,1113,1125,72,1125,558,302
18,582,1039,1112,1149,73,1625,599,304
19,732,1063,1128,1142,77,1142,700,286
20,815,1083,1140,1145,86,1147,716,323
21,664,1036,1132,1142,87,1146,641,296
22,610,1061,1136,1142,86,1143,591,302
23,562,1067,1132,1144,88,1148,623,315
24,785,1044,1132,1144,91,1144,755,236
25,805,1082,1137,1147,88,1155,740,303
26,851,1080,1137,1146,90,1147,729,325
27,507,981,1129,1145,93,1145,563,293
28,726,1033,1122,1140,90,1147,669,286
29,638,1078,1145,1151,88,1161,672,327
30,668,1041,1142,1152,88,1159,677,271
