timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,61984,259069432,61984.0,247.068,0.061984
2,61546,257474952,61546.0,245.547,0.061546
3,60605,252993624,60605.0,241.274,0.060605
4,37029,154337272,37029.0,147.187,0.037029
5,0,0,0.0,0.000,0.000000
6,0,0,0.0,0.000,0.000000
7,0,0,0.0,0.000,0.000000
8,0,0,0.0,0.000,0.000000
9,11786,49357548,11786.0,47.071,0.011786
10,14740,61832256,14740.0,58.968,0.014740
11,12195,51170220,12195.0,48.800,0.012195
12,12395,52009420,12395.0,49.600,0.012395
13,12270,51484920,12270.0,49.100,0.012270
14,12304,51627584,12304.0,49.236,0.012304
15,12292,51577232,12292.0,49.188,0.012292
16,12450,52240200,12450.0,49.820,0.012450
17,12299,51606604,12299.0,49.216,0.012299
18,10440,43797848,10440.0,41.769,0.010440
19,9746,40894216,9746.0,39.000,0.009746
20,10959,45983964,10959.0,43.854,0.010959
21,5281,22154880,5281.0,21.129,0.005281
22,0,0,0.0,0.000,0.000000
23,5114,21445756,5114.0,20.452,0.005114
24,6715,28176140,6715.0,26.871,0.006715
25,7866,33005736,7866.0,31.477,0.007866
26,7722,32401512,7722.0,30.900,0.007722
27,7875,33043500,7875.0,31.513,0.007875
28,7749,32514804,7749.0,31.009,0.007749
29,7406,31075576,7406.0,29.636,0.007406
30,7767,32590332,7767.0,31.081,0.007767
