timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,346704,4996156,0,102580
2,346704,4996156,0,102592
3,346708,4996156,0,102592
4,346708,4996156,0,102600
5,346708,4996156,0,102624
6,346708,4996156,0,102624
7,346708,4996156,0,102632
8,346708,4996156,0,102640
9,346708,4996156,0,102640
10,346708,4996156,0,102648
11,346708,4996156,0,102664
12,346708,4996156,0,102668
13,346708,4996156,0,102668
14,346708,4996156,0,102676
15,346708,4996156,0,102704
16,346708,4996156,0,102704
17,346708,4996156,0,102712
18,346708,4996156,0,102712
19,346708,4996156,0,102712
20,346708,4996156,0,102712
21,346708,4996156,0,102740
22,346708,4996156,0,102752
23,346708,4996156,0,102760
24,346708,4996156,0,102760
25,346708,4996156,0,0
26,346708,4996156,0,0
27,346708,4996156,0,0
28,346708,4996156,0,0
29,346708,4996156,0,0
30,346708,4996156,0,0
