timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,1551,2109,2435,3863,434,4171,1593,380
2,1591,2153,2639,3741,517,4611,1631,397
3,1592,2141,2659,4855,498,5307,1634,433
4,1656,2389,4127,5295,242,5751,1718,646
5,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0
9,1220,1415,3279,4795,140,4899,1272,368
10,1168,1264,2261,4315,171,4419,1118,368
11,1162,1237,3831,4619,945,4691,1212,369
12,1163,1238,2547,4659,992,4779,1192,274
13,1165,1243,3297,4487,897,4615,1205,331
14,1164,1242,3005,4655,931,4783,1201,296
15,1166,1246,3053,4091,978,4171,1203,286
16,1164,1238,1671,5763,829,5907,1187,271
17,1166,1245,3329,4287,939,4423,1202,308
18,1130,1207,3445,4371,143,4475,1106,463
19,1139,1204,3171,4419,272,4535,1178,298
20,1149,1216,1474,4475,987,4575,1168,225
21,1120,1172,1751,4089,137,4175,1135,235
22,0,0,0,0,0,0,0,0
23,1106,1145,1189,3533,421,1517567,1998,36689
24,1112,1158,1227,3205,904,3349,1120,106
25,1122,1170,1244,2671,982,2751,1126,76
26,1122,1171,2083,4503,211,4559,1149,280
27,1122,1172,1226,2521,270,2595,1126,72
28,1122,1173,2271,4251,953,4335,1144,229
29,1124,1178,3499,22271,780,22415,1198,809
30,1121,1173,1802,4411,956,4535,1142,227
