timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,274,2,735,1
2,18924,71,72776,67
3,19227,96,75105,60
4,19214,75,74285,59
5,19041,67,73739,61
6,19034,59,74183,51
7,18960,82,73361,52
8,19361,62,75513,77
9,19679,81,76542,37
10,19094,78,74100,68
11,18675,85,72093,57
12,18992,72,72837,55
13,19750,60,76895,57
14,19850,70,77953,48
15,19791,82,77264,58
16,19527,70,75676,67
17,19582,85,76986,47
18,19119,96,74283,63
19,18741,72,71884,61
20,19084,81,73716,54
21,19557,83,76571,64
22,19151,81,74499,52
23,19853,83,77655,57
24,14850,63,56471,40
25,28,0,0,0
26,24,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,28,0,0,0
