timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,511,142,914,135
2,20999,6412,46957,5372
3,20557,6811,47341,5576
4,20354,6410,46261,5406
5,20404,6579,48575,5712
6,20821,6491,48068,5533
7,20965,6713,46751,5756
8,20907,6698,46432,5581
9,21046,6658,48284,5689
10,20562,6453,46134,5346
11,22334,6134,47653,5521
12,20454,6422,47190,5955
13,20732,6494,46644,5820
14,20552,6425,46156,5550
15,20639,6372,46985,5548
16,20411,6482,46247,5465
17,20008,6392,46216,5551
18,20375,6514,45688,5619
19,20915,6580,46790,5352
20,414,97,0,0
21,25,0,0,0
22,27,1,0,0
23,26,0,0,0
24,25,0,0,0
25,28,0,0,0
26,26,0,0,0
27,27,0,0,0
28,26,0,0,0
29,26,0,0,0
30,28,0,0,0
