timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1402,424,783,238
2,34567,7376,28041,6370
3,32638,7583,26357,6201
4,33943,7685,27470,6343
5,32473,7462,26616,6163
6,33038,7397,27071,6543
7,34517,7674,28102,6432
8,33479,7555,26745,6260
9,32874,7847,26362,6250
10,33034,7762,26047,6218
11,32739,7179,26542,6097
12,34040,7783,28297,6548
13,33656,7632,27047,6454
14,33970,7552,27499,6273
15,33427,7447,27130,6606
16,819,182,0,0
17,45,0,0,0
18,49,0,0,0
19,45,0,0,0
20,46,0,0,0
21,46,0,0,0
22,46,0,0,0
23,49,0,0,0
24,46,0,0,0
25,46,0,0,0
26,46,0,0,0
27,46,0,0,0
28,49,0,0,0
29,46,0,0,0
30,46,0,0,0
