timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,276,0,709,1
2,26915,79,60748,89
3,27016,84,61085,92
4,26858,78,61447,95
5,27579,96,64435,88
6,27114,78,59904,91
7,27827,99,61332,103
8,28369,70,59894,85
9,27173,56,63744,99
10,27230,68,63115,97
11,27284,53,66484,86
12,27017,97,68394,98
13,28280,117,60109,100
14,27761,87,60171,97
15,27962,75,61089,90
16,27400,68,63139,96
17,27808,83,59337,85
18,27927,94,60187,99
19,27543,61,62416,84
20,27211,76,61325,97
21,27230,94,60728,103
22,26921,71,64091,83
23,26572,81,58115,95
24,24335,75,53690,86
25,26,0,0,0
26,26,0,0,0
27,27,0,0,0
28,28,0,0,0
29,26,0,0,0
30,26,0,0,0
