timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,303,372,476,649,190,1116,312,50
2,308,384,485,708,191,1174,318,53
3,300,366,460,645,187,998,308,47
4,396,554,931,1471,213,1938,423,130
5,442,625,887,1397,245,2265,469,126
6,420,568,792,1104,231,2489,441,104
7,539,737,1055,1662,288,3613,566,146
8,436,635,956,1298,223,1855,468,134
9,553,833,1233,2705,264,5715,591,230
10,461,634,882,1180,237,2247,482,121
11,435,621,889,1248,228,3669,461,131
12,480,647,875,1119,247,1399,498,116
13,459,1682,2179,3043,250,4179,666,507
14,1678,1891,1974,2091,1498,2165,1706,118
15,1697,1863,1959,2039,1474,2133,1711,98
16,1678,1835,1994,2901,1457,3011,1700,106
17,1674,1795,1927,4675,1372,4795,1689,149
18,1699,1852,1978,2105,1481,2123,1711,97
19,1682,1859,1960,2017,1463,2077,1704,96
20,1691,1852,2000,2843,1472,2891,1711,107
21,1684,1870,1961,2031,1489,2307,1707,102
22,1693,1855,1964,2143,1500,2221,1708,96
23,1661,1843,1935,1999,1341,2299,1685,98
24,1681,1846,1966,4495,1465,4707,1705,151
25,1659,1802,1936,2059,1484,2167,1676,90
26,1708,1867,1953,2955,1495,3021,1725,109
27,1677,1803,1918,2006,1495,2159,1687,83
28,1681,1804,1917,2027,1477,2069,1690,84
29,1703,1856,1952,2032,1471,2061,1714,101
30,1711,1895,1985,4759,1404,5015,1734,174
