timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,107640,11410860,0,104208
2,107696,11410860,0,0
3,107696,11410860,0,0
4,107696,11410860,0,0
5,107696,11410860,0,0
6,107696,11410860,0,0
7,107696,11410860,0,0
8,107696,11410860,0,0
9,107696,11410860,0,0
10,107696,11410860,0,0
11,107696,11410860,0,0
12,107696,11410860,0,0
13,107696,11410860,0,0
14,107700,11410860,0,0
15,107784,11410860,0,0
16,107784,11410860,0,0
17,107784,11410860,0,0
18,107784,11410860,0,0
19,107784,11410860,0,0
20,107784,11410860,0,0
21,107784,11410860,0,0
22,107784,11410860,0,0
23,107788,11410860,0,0
24,107788,11410860,0,0
25,107788,11410860,0,0
26,107788,11410860,0,0
27,107788,11410860,0,0
28,107788,11410860,0,0
29,107788,11410860,0,0
30,107788,11410860,0,0
