timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,3.9,0.4,4.3,5.3,0.4,5.7
2,3.9,0.4,4.3,5.3,0.4,5.7
3,3.9,0.4,4.3,5.3,0.4,5.7
4,3.9,0.4,4.4,5.4,0.4,5.8
5,3.9,0.4,4.4,5.4,0.4,5.8
6,4.0,0.4,4.4,5.4,0.4,5.8
7,4.0,0.4,4.4,5.4,0.4,5.9
8,4.0,0.5,4.5,5.4,0.4,5.9
9,4.0,0.5,4.5,5.4,0.4,5.9
10,4.1,0.5,4.6,5.4,0.4,5.9
11,4.1,0.6,4.6,5.5,0.4,5.9
12,4.1,0.6,4.6,5.5,0.4,5.9
13,4.1,0.6,4.6,5.5,0.4,5.9
14,4.1,0.6,4.6,5.5,0.4,5.9
15,4.1,0.6,4.7,5.6,0.4,6.0
16,4.1,0.6,4.8,5.6,0.4,6.0
17,4.1,0.6,4.8,5.6,0.4,6.0
18,4.1,0.7,4.8,5.6,0.4,6.0
19,4.1,0.7,4.8,5.6,0.4,6.1
20,4.2,0.7,4.9,5.6,0.4,6.1
21,4.2,0.7,4.9,5.6,0.4,6.1
22,4.2,0.7,4.9,5.6,0.4,6.1
23,4.2,0.7,4.9,5.7,0.4,6.1
24,4.2,0.8,4.9,5.7,0.4,6.1
25,4.2,0.8,4.9,5.7,0.4,6.1
26,4.2,0.8,4.9,5.7,0.4,6.1
27,4.2,0.8,4.9,5.7,0.4,6.1
28,4.3,0.8,5.0,5.7,0.4,6.1
29,4.3,0.8,5.0,0.0,0.0,0.0
30,4.3,0.8,5.0,0.0,0.0,0.0
