timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,133119,150143,160767,168447,1279,179327,134146,18041
2,115135,137727,147711,154239,980,159487,116976,16506
3,110079,131071,150527,159871,1304,166143,110122,16252
4,113151,121215,136191,145023,1183,150527,111847,14594
5,116735,124991,137983,148095,1063,156671,115993,13729
6,119871,126847,137471,143743,1420,147071,119224,12870
7,116287,126975,145663,153215,1382,158207,117068,13188
8,114879,128063,173055,180991,1406,183167,115938,16931
9,117951,127935,141567,146815,1436,150655,116941,16110
10,114623,122431,132095,140031,1406,150527,113232,11018
11,120575,135423,161023,175231,1296,181887,121554,16269
12,116991,124479,134271,140799,1297,143871,116619,12424
13,115135,126591,154751,162815,1432,167679,115938,14143
14,122623,136447,159359,170751,1357,186879,121529,17025
15,117759,125759,142079,157567,1511,162431,116968,12874
16,116991,124607,136703,143487,1328,147327,115838,12315
17,119295,125887,136959,143487,1380,148351,117687,14875
18,114751,133503,154751,163071,1059,164863,115638,15975
19,115711,124735,141823,147455,1352,153215,115307,13401
20,119423,126911,135807,141055,1460,147455,118285,15538
21,121407,130751,157823,185215,1346,193407,119819,16094
22,123135,136447,176255,190847,1178,196095,124113,16235
23,125951,135295,146943,153599,1364,156927,125484,15094
24,125631,135679,146175,152063,1310,153727,125667,13513
25,120511,132991,154111,164607,1239,170495,119450,15983
26,116479,123839,143999,154111,1310,160639,116160,14711
27,117183,128383,137727,143487,1447,151039,116934,13736
28,116415,124735,148991,158591,1414,165503,116968,13494
29,130495,143359,158975,166399,1352,169215,129097,17079
30,126655,134655,148735,153855,1255,162047,125697,15478
