timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,10007,15903,26559,32143,1222,36991,10892,4214
2,10223,15943,24271,30767,1332,36383,10993,3881
3,9647,16207,25151,30527,1187,39295,10653,4181
4,10215,15471,25039,30991,1000,35199,11021,3742
5,10543,16159,25119,29423,1167,33535,11247,3919
6,11015,16087,26095,32623,1278,39583,11746,3817
7,10503,15599,27839,38847,1189,44287,11282,4127
8,10415,16479,26719,33439,1295,39583,11312,4233
9,10359,16431,25391,33631,1341,41631,11302,4065
10,10831,16143,26079,32111,1120,35775,11572,3916
11,10679,15863,24847,31551,1183,37599,11483,3632
12,10727,16527,26143,35615,1251,46047,11550,4160
13,10431,15351,26175,35487,1349,41215,11202,3813
14,10351,17263,32495,57375,1072,64031,11575,5579
15,10591,16879,27743,38623,1383,42495,11559,4464
16,10679,16191,25919,33375,1354,38079,11421,3943
17,10767,15695,26255,34687,1381,39807,11472,3867
18,10407,16319,27359,33951,1276,38399,11320,4219
19,10391,16295,27551,35327,1319,43807,11378,4266
20,10431,16735,28175,34719,1174,39231,11355,4545
21,10551,18191,34719,46367,1419,50399,11914,5596
22,11231,17183,30895,40767,1129,50911,12148,4784
23,10319,15951,30319,62367,1350,68223,11304,5118
24,10519,16639,28991,37055,1247,43839,11456,4614
25,10695,18415,33311,42207,1327,48031,11946,5437
26,11599,17263,27039,34495,1079,40127,12525,3952
27,10519,16399,31967,43263,1370,46079,11461,4850
28,10759,15311,26863,40511,1183,52031,11429,3816
29,11887,16799,25935,33183,1214,42751,12611,3623
30,12031,18351,30735,41119,1112,45535,12925,4847
