timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1176,188,1668,142
2,61292,10855,136787,9358
3,62093,10692,139458,9268
4,61692,10986,136614,9520
5,61393,11036,137026,9313
6,61936,11399,138231,9901
7,62092,11127,139530,9711
8,61996,10796,139446,9598
9,62099,11003,139062,9686
10,62024,11119,138468,9825
11,62465,11147,140445,9882
12,61891,11278,138615,10190
13,61917,11134,138668,9909
14,62205,11678,140042,10093
15,62248,11462,138097,10387
16,61733,11099,136403,10049
17,60908,11475,135818,10305
18,61062,11303,135248,10212
19,61824,11710,138108,10176
20,62005,11736,139443,10334
21,61966,11589,138983,10363
22,7056,1314,0,0
23,26,0,0,0
24,25,0,0,0
25,28,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,28,0,0,0
