timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,507,141,694,132
2,14959,4637,35980,4295
3,14532,4702,35109,4348
4,14437,4665,34255,4129
5,14646,4347,34015,4293
6,14792,4780,34324,4027
7,15199,4717,34951,4018
8,14751,4644,34974,4230
9,14572,4525,34922,4190
10,14662,4385,34320,4075
11,14180,4603,34054,4247
12,15173,4713,35358,4461
13,14731,4769,34521,4171
14,15010,4697,36027,4130
15,15522,5044,34897,4247
16,14846,4732,34746,4127
17,6866,2303,0,0
18,27,1,0,0
19,26,0,0,0
20,26,0,0,0
21,26,0,0,0
22,28,0,0,0
23,26,0,0,0
24,26,0,0,0
25,27,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,26,0,0,0
30,27,0,0,0
