timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,108420,11410860,0,106176
2,108436,11410860,0,106188
3,108444,11410860,0,106188
4,108456,11410860,0,106196
5,108456,11410860,0,106212
6,108456,11410860,0,106220
7,108456,11410860,0,106236
8,108460,11410860,0,106236
9,108484,11410860,0,106260
10,108484,11410860,0,106260
11,108484,11410860,0,106264
12,108492,11410860,0,106264
13,108496,11410860,0,106272
14,108496,11410860,0,106276
15,108512,11410860,0,106292
16,108512,11410860,0,106296
17,108532,11410860,0,106304
18,108532,11410860,0,106304
19,108532,11410860,0,106352
20,108532,11410860,0,106352
21,108540,11410860,0,106364
22,108540,11410860,0,106368
23,108540,11410860,0,106372
24,108540,11410860,0,106372
25,108540,11410860,0,106372
26,108540,11410860,0,106372
27,108540,11410860,0,106372
28,108540,11410860,0,106376
29,108540,11410860,0,106380
30,108612,11410860,0,0
