syscall_name,count,errors,total_time_us,avg_time_us,pct_time
accept4,123460,0,1450841,11,0.31
futex,3295,0,243279859,73833,52.25
restart_syscall,7,0,4182734,597533,0.90
newfstatat,2,0,216,108,0.00
