timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,294,0,699,1
2,26757,71,70646,86
3,27653,68,64588,87
4,27800,87,66798,89
5,27981,103,68507,95
6,27401,94,69786,80
7,27446,60,68262,99
8,27754,67,67741,87
9,27435,77,67860,109
10,27966,92,68803,110
11,27576,69,68210,81
12,26923,72,71838,109
13,28514,75,63493,101
14,27670,61,67831,84
15,27134,66,73399,75
16,28220,74,67916,79
17,27960,82,69080,90
18,27980,86,65725,101
19,28268,110,64563,112
20,27338,44,66937,99
21,27594,60,70402,94
22,27873,68,69899,96
23,27579,83,71729,103
24,23886,70,57910,82
25,26,0,0,0
26,26,0,0,0
27,27,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,0,0,0
