timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,54588,7160526312,54588.0,6828.810,0.054588
2,56169,7367912406,56169.0,7026.589,0.056169
3,54726,7178628324,54726.0,6846.073,0.054726
4,47197,6191019278,47197.0,5904.216,0.047197
5,45138,5920932012,45138.0,5646.641,0.045138
6,43232,5670914368,43232.0,5408.205,0.043232
7,43258,5674324892,43258.0,5411.458,0.043258
8,43727,5735845498,43727.0,5470.129,0.043727
9,39803,5221118722,39803.0,4979.247,0.039803
10,40119,5262569706,40119.0,5018.778,0.040119
11,39666,5203147884,39666.0,4962.109,0.039666
12,34302,4499530548,34302.0,4291.087,0.034302
13,41032,5382331568,41032.0,5132.991,0.041032
14,41442,5436112908,41442.0,5184.281,0.041442
15,42511,5576337914,42511.0,5318.010,0.042511
16,45367,5950970858,45367.0,5675.288,0.045367
17,40574,5322253876,40574.0,5075.697,0.040574
18,38308,5025013592,38308.0,4792.226,0.038308
19,44007,5772705392,44007.0,5505.281,0.044007
20,51900,6807799426,51900.0,6492.423,0.051900
21,51581,6766086094,51581.0,6452.643,0.051581
22,50852,6670460248,50852.0,6361.447,0.050852
23,51377,6739326598,51377.0,6427.123,0.051377
24,52174,6843872276,52174.0,6526.825,0.052174
25,51984,6818949216,51984.0,6503.057,0.051984
26,51893,6807012382,51893.0,6491.673,0.051893
27,51710,6783007540,51710.0,6468.780,0.051710
28,52083,6831935442,52083.0,6515.441,0.052083
29,52333,6864728942,52333.0,6546.716,0.052333
30,51809,6795993766,51809.0,6481.165,0.051809
