timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,485,408,612,202
2,8059,4693,17321,4496
3,6926,4429,16522,4825
4,7055,5284,16316,4869
5,6981,5045,16130,4846
6,7413,5114,16519,5116
7,7449,5670,16865,4224
8,8051,4834,16727,4394
9,7313,5477,16266,5225
10,7654,3786,16525,5007
11,6965,5134,17013,5149
12,5694,4545,77304,7477
13,28,0,0,0
14,26,0,0,0
15,27,0,0,0
16,26,0,0,0
17,15,-9,0,0
18,26,0,0,0
19,26,0,0,0
20,27,0,0,0
21,26,0,0,0
22,-4,-25,0,0
23,26,0,0,0
24,26,0,0,0
25,27,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,26,0,0,0
30,27,0,0,0
