timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,939,368,970,354
2,14020,3648,22615,5316
3,14402,3729,23155,5213
4,14298,3958,22293,5666
5,14220,4030,22622,5204
6,13698,3790,22784,5593
7,14498,4009,23689,5389
8,14282,3853,22867,5570
9,14690,3951,23266,5386
10,14211,3826,23375,5202
11,14680,3432,21621,4620
12,15180,11,0,0
13,15188,13,0,0
14,15196,4,0,0
15,15210,3,0,0
16,15186,3,0,0
17,15204,4,0,0
18,15200,3,0,0
19,15197,2,0,0
20,15214,2,0,0
21,15221,0,0,0
22,15210,0,0,0
23,15215,0,0,0
24,15220,2,0,0
25,15204,1,0,0
26,15217,2,0,0
27,15194,0,0,0
28,15212,3,0,0
29,15193,1,0,0
30,15214,10,0,0
