timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,2125,592,1362,681
2,66008,11433,49607,17106
3,66519,11605,49858,17668
4,66096,11550,48998,17120
5,63961,11270,47014,16755
6,67267,11898,49248,17899
7,66523,11990,49213,17445
8,66135,11903,49501,16929
9,66976,11755,49617,16568
10,66508,11984,48976,17769
11,65896,11974,48399,17254
12,67582,12292,49039,16684
13,66623,11735,48658,17600
14,66338,11820,49333,17067
15,66393,11436,48571,17544
16,66676,11617,48680,16927
17,66510,11795,47939,17675
18,66902,11958,49726,17345
19,67448,11948,48410,16922
20,65302,11664,49249,17329
21,9989,1871,0,0
22,28,0,0,0
23,27,1,0,0
24,26,0,0,0
25,26,0,0,0
26,26,0,0,0
27,28,0,0,0
28,27,0,0,0
29,25,1,0,0
30,26,0,0,0
