syscall_name,count,errors,total_time_us,avg_time_us,pct_time
shutdown,62585,0,1775623,28,0.60
accept,62565,0,310088,4,0.10
futex,32326,0,143867334,4450,48.37
restart_syscall,6,0,892562,148760,0.30
