timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,345988,4996156,0,103276
2,345988,4996156,0,103300
3,345988,4996156,0,103300
4,345988,4996156,0,103300
5,345988,4996156,0,103308
6,345988,4996156,0,103308
7,345988,4996156,0,103320
8,345988,4996156,0,103336
9,345988,4996156,0,103340
10,345988,4996156,0,103340
11,345988,4996156,0,103344
12,345988,4996156,0,103396
13,345988,4996156,0,103400
14,345988,4996156,0,103400
15,345988,4996156,0,103424
16,345988,4996156,0,103432
17,345988,4996156,0,103444
18,345988,4996156,0,103444
19,345988,4996156,0,103444
20,345988,4996156,0,103444
21,345988,4996156,0,103448
22,345988,4996156,0,0
23,345988,4996156,0,0
24,345988,4996156,0,0
25,345988,4996156,0,0
26,345988,4996156,0,0
27,345988,4996156,0,0
28,345988,4996156,0,0
29,345988,4996156,0,0
30,345988,4996156,0,0
