timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,9543,16735,26783,40031,1251,51647,10742,4631
2,10167,15855,26879,33279,1007,37247,11021,4191
3,10071,15967,27247,33471,1207,36639,11033,4234
4,10375,16559,27919,41855,1259,50015,11309,4609
5,10295,15279,24767,30415,1299,35455,10975,3689
6,10295,15599,24591,31695,1095,38143,11022,3801
7,9959,16263,25839,33183,1137,36031,10952,4179
8,10159,16103,31471,46463,1216,51199,11096,4925
9,10431,15215,23967,30399,1180,34463,11176,3441
10,10719,15159,24047,30367,1111,35967,11364,3333
11,10383,15703,25087,30607,1282,35775,11112,3829
12,9903,16703,27567,34431,1128,40191,10954,4563
13,10775,15823,26063,31151,1214,35327,11471,3818
14,10063,16143,26783,34943,1230,38527,10953,4304
15,9999,16639,27039,36255,1239,48735,11027,4553
16,10303,15479,26495,33695,1157,38719,11088,3908
17,9831,16783,27311,36639,1236,43519,10951,4588
18,10343,15559,24719,30207,1019,38271,11093,3778
19,9975,16527,30847,41503,1306,52543,11055,4964
20,10599,15623,24703,31167,1064,34623,11383,3636
21,10735,16295,28047,35007,1242,38751,11651,4229
22,10823,15503,25199,33983,1143,41215,11556,3606
23,11087,16199,27375,37119,1085,376319,11796,5659
24,11247,16591,29487,40095,1218,48063,12011,4408
25,9919,16927,30143,40767,1133,50623,11081,5004
26,10527,15255,26351,33215,1074,38783,11255,3747
27,9943,17151,27743,33343,1128,36191,11083,4558
28,10519,15751,34815,45791,1177,51967,11508,5045
29,11455,17887,29519,38623,985,47295,12241,4860
30,10335,17503,30975,40031,1032,51295,11509,5081
