timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1419,294,1001,254
2,57142,9400,41549,8105
3,57664,9347,41084,8384
4,56485,9465,40644,8354
5,57160,9097,41641,8881
6,58654,9579,43909,8342
7,57890,9458,41834,8911
8,57331,9330,41343,8672
9,56657,9545,40588,9042
10,58079,9499,41497,8791
11,57394,9779,41569,8576
12,57039,9470,39989,8300
13,57593,9835,41458,8710
14,55659,10031,40311,8733
15,56997,9629,41035,8322
16,58034,9743,41135,8324
17,57688,9764,40818,8528
18,57883,9946,41332,8662
19,45921,7862,74141,8384
20,28,0,0,0
21,26,0,0,0
22,27,0,0,0
23,26,0,0,0
24,26,0,0,0
25,28,0,0,0
26,26,0,0,0
27,27,1,0,0
28,26,0,0,0
29,26,0,0,0
30,28,1,0,0
