timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,127,167,227,282,73,775,132,28
2,151,218,339,651,75,1240,161,53
3,126,162,211,279,74,760,130,25
4,126,162,213,282,72,729,130,26
5,126,163,211,274,74,1062,130,27
6,126,162,208,257,72,704,130,25
7,126,162,212,270,74,463,131,24
8,126,162,209,274,72,1034,131,26
9,126,162,209,260,71,551,130,24
10,126,162,211,275,73,584,131,25
11,127,162,212,282,73,1053,131,26
12,129,164,215,282,74,970,133,26
13,128,164,210,262,73,658,132,24
14,129,165,214,281,75,950,133,26
15,129,165,212,272,74,544,133,25
16,129,164,211,271,75,531,133,24
17,129,166,214,267,74,915,133,26
18,129,164,212,289,76,597,133,25
19,129,165,211,266,73,985,133,26
20,129,165,215,287,72,764,133,26
21,129,165,216,288,74,487,133,25
22,129,165,211,277,74,989,133,26
23,129,170,229,276,74,1034,135,27
24,129,165,212,261,74,600,133,24
25,129,166,212,280,72,1005,133,26
26,130,166,215,266,73,537,134,25
27,129,165,213,270,74,578,133,24
28,129,165,212,268,76,968,133,26
29,129,165,217,264,74,549,133,25
30,129,165,212,287,75,542,133,25
