timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,144,202,1394,3007,87,3765,190,243
2,158,206,1656,3349,92,3637,199,271
3,164,212,1426,3265,94,5263,200,256
4,167,216,1445,3087,87,3533,200,239
5,166,1525,2497,4195,93,4575,515,656
6,1517,1767,2883,5031,1410,5031,1582,257
7,1515,1796,2273,4287,1389,4287,1578,236
8,1509,1826,3573,5111,1379,5111,1627,409
9,1522,1784,2957,4351,1404,4351,1601,280
10,1512,1824,2119,4311,1392,4311,1590,218
11,1501,1796,3563,5079,1396,5079,1600,341
12,1496,1784,2389,5887,1384,5887,1567,249
13,1469,1610,2325,5287,1391,5287,1518,244
14,1484,1785,2791,4547,1386,4547,1562,275
15,1484,1694,1851,3739,1402,3739,1526,153
16,1468,1737,1836,4451,1384,4451,1515,180
17,1468,1754,1821,5803,1385,5803,1524,257
18,1492,1743,1848,3183,1394,3183,1538,131
19,1501,1787,2607,4195,1397,4195,1572,245
20,1473,1717,2439,3577,1362,3577,1518,185
21,1491,1778,3555,5339,1403,5339,1583,359
22,1476,1685,3079,5047,1379,5047,1542,311
23,1467,1516,1799,4069,1371,4069,1488,153
24,1483,1594,1821,1851,1391,1851,1509,93
25,1475,1769,3599,4047,1410,4047,1555,323
26,1488,1749,2363,4599,1397,4599,1548,240
27,1495,1706,1819,5063,1395,5063,1532,173
28,1488,1562,1887,3357,1429,3357,1513,136
29,1489,1556,1798,4651,1403,4651,1509,145
30,1486,1750,2009,4499,1401,4499,1535,202
