timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,4688,19670848,4688.0,18.760,0.004688
2,4586,19242856,4586.0,18.351,0.004586
3,4466,18739336,4466.0,17.871,0.004466
4,4474,18772904,4474.0,17.903,0.004474
5,1855,7783580,1855.0,7.423,0.001855
6,623,2614108,623.0,2.493,0.000623
7,625,2622500,625.0,2.501,0.000625
8,607,2546972,607.0,2.429,0.000607
9,618,2593128,618.0,2.473,0.000618
10,620,2601520,620.0,2.481,0.000620
11,617,2588932,617.0,2.469,0.000617
12,630,2643480,630.0,2.521,0.000630
13,650,2727400,650.0,2.601,0.000650
14,632,2651872,632.0,2.529,0.000632
15,646,2710616,646.0,2.585,0.000646
16,650,2727400,650.0,2.601,0.000650
17,648,2719008,648.0,2.593,0.000648
18,641,2689636,641.0,2.565,0.000641
19,628,2635088,628.0,2.513,0.000628
20,649,2723204,649.0,2.597,0.000649
21,626,2626696,626.0,2.505,0.000626
22,641,2689636,641.0,2.565,0.000641
23,664,2786144,664.0,2.657,0.000664
24,654,2744184,654.0,2.617,0.000654
25,635,2664460,635.0,2.541,0.000635
26,637,2672852,637.0,2.549,0.000637
27,644,2702224,644.0,2.577,0.000644
28,652,2735792,652.0,2.609,0.000652
29,654,2744184,654.0,2.617,0.000654
30,642,2693832,642.0,2.569,0.000642
