timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,14.3,22.4,36.6,5.7,0.3,6.0
2,14.4,24.3,38.7,5.7,0.3,6.0
3,14.7,26.1,40.8,5.7,0.3,6.0
4,15.0,27.9,42.9,5.7,0.3,6.0
5,15.3,29.8,45.0,5.8,0.3,6.1
6,15.4,31.7,47.1,5.8,0.3,6.1
7,15.7,33.6,49.3,5.8,0.3,6.1
8,16.0,35.4,51.4,5.8,0.3,6.1
9,16.2,37.4,53.6,5.8,0.3,6.1
10,16.4,39.3,55.7,5.8,0.3,6.1
11,16.7,41.1,57.8,5.8,0.4,6.2
12,17.0,42.9,59.9,5.8,0.4,6.2
13,17.3,44.9,62.1,5.9,0.4,6.3
14,17.5,46.7,64.2,5.9,0.4,6.3
15,17.8,48.6,66.4,5.9,0.4,6.3
16,18.0,50.4,68.4,5.9,0.4,6.3
17,18.2,52.3,70.5,5.9,0.4,6.3
18,18.4,54.1,72.6,5.9,0.4,6.3
19,18.6,56.0,74.6,5.9,0.4,6.3
20,18.9,57.8,76.7,5.9,0.4,6.3
21,19.1,59.6,78.8,5.9,0.4,6.3
22,19.3,61.5,80.8,6.0,0.4,6.4
23,19.5,63.4,82.9,6.0,0.4,6.4
24,19.8,65.3,85.1,6.0,0.4,6.4
25,19.9,67.2,87.1,6.0,0.4,6.4
26,20.1,69.0,89.1,6.1,0.4,6.4
27,20.3,70.4,90.6,6.1,0.4,6.4
28,20.3,70.4,90.6,0.0,0.0,0.0
29,20.3,70.4,90.6,0.0,0.0,0.0
30,20.3,70.4,90.6,0.0,0.0,0.0
