timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,356604,8210284,0,105412
2,356604,8210284,0,105412
3,356604,8210284,0,105416
4,356604,8210284,0,105424
5,356604,8210284,0,105452
6,356604,8210284,0,105452
7,356604,8210284,0,105452
8,356604,8210284,0,105468
9,356604,8210284,0,105472
10,356604,8210284,0,105472
11,356604,8210284,0,105488
12,357264,8210284,0,105492
13,357332,8210284,0,105528
14,357332,8210284,0,105576
15,357332,8210284,0,105576
16,357332,8210284,0,105576
17,357332,8210284,0,105580
18,357332,8210284,0,105584
19,357332,8210284,0,105588
20,357332,8210284,0,105588
21,357332,8210284,0,105588
22,357332,8210284,0,105600
23,357332,8210284,0,105608
24,357332,8210284,0,105608
25,357332,8210284,0,105608
26,357332,8210284,0,105660
27,357332,8210284,0,105680
28,357332,8210284,0,0
29,357332,8210284,0,0
30,357332,8210284,0,0
