timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,5459,7827,11007,14743,641,19039,5655,1713
2,5479,8127,11703,16287,604,21663,5736,1876
3,5307,8015,11871,16783,565,22319,5606,1930
4,5643,8551,12151,15807,589,18303,5961,1941
5,5955,9215,13303,18127,607,21327,6348,2192
6,5719,8639,12319,17279,698,22175,6092,1964
7,5859,8935,13295,17919,592,22271,6263,2107
8,5747,8711,12783,16959,713,23551,6139,1988
9,5875,9015,14287,20287,766,23279,6267,2246
10,5843,8935,13407,20575,681,25183,6257,2158
11,5811,9023,13255,17775,660,24079,6251,2160
12,5691,8735,12911,18607,709,24911,6118,2062
13,5791,8671,12487,16559,639,19327,6176,1941
14,5735,8735,13183,16799,714,22527,6153,2049
15,5751,9007,14103,19551,728,26143,6225,2233
16,6503,10191,14511,18543,462,24623,6989,2367
17,6179,9327,13247,18191,763,20799,6569,2112
18,5711,8743,12919,18703,538,26191,6135,2085
19,5791,8807,13879,20063,675,23983,6209,2161
20,5843,8959,13639,18927,620,23599,6274,2145
21,6707,10727,16015,21567,540,28463,7278,2630
22,6195,9639,14127,18271,672,25023,6674,2296
23,5627,8791,13319,19951,804,33599,6074,2205
24,5711,9015,13895,19631,717,26031,6170,2279
25,5903,9367,15015,20879,635,24575,6395,2440
26,6179,9471,13719,17663,800,20655,6586,2224
27,6203,9663,13743,18399,769,24255,6669,2239
28,5915,9127,13743,18671,693,23839,6307,2229
29,5703,8687,13311,19471,689,24031,6063,2112
30,5703,8711,13303,19935,729,24111,6102,2105
