timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,586,207,655,187
2,17814,6067,41402,5159
3,19741,7043,48978,5733
4,18127,6200,44970,5535
5,18107,5169,44187,5867
6,18050,6129,44077,5315
7,17363,6208,42222,5217
8,18504,6800,44822,5589
9,20922,6828,47266,5862
10,17270,5504,40368,5273
11,19133,5630,45517,5952
12,20638,6646,47460,6594
13,20327,6634,45324,5865
14,17942,6838,44029,5464
15,17902,6217,42519,5121
16,17183,6806,44218,5795
17,19382,6546,45827,6013
18,19119,6364,44846,5460
19,18647,6656,43726,5930
20,19855,6811,46086,5504
21,10295,3992,-1480678,-197336
22,42,0,0,0
23,25,0,0,0
24,26,0,0,0
25,64,6,0,0
26,26,0,0,0
27,35,0,0,0
28,26,0,0,0
29,27,0,0,0
30,27,0,0,0
