timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,74168,311208928,74168.0,296.792,0.074168
2,77659,325857164,77659.0,310.762,0.077659
3,78265,328404136,78265.0,313.191,0.078265
4,63502,266450196,63502.0,254.107,0.063502
5,60637,254432852,60637.0,242.646,0.060637
6,59310,248864760,59310.0,237.336,0.059310
7,54984,230712864,54984.0,220.025,0.054984
8,56406,236679576,56406.0,225.715,0.056406
9,63297,265594212,63297.0,253.290,0.063297
10,48684,204278064,48684.0,194.815,0.048684
11,1691,7095436,1691.0,6.767,0.001691
12,1730,7259080,1730.0,6.923,0.001730
13,1664,6982144,1664.0,6.659,0.001664
14,1712,7183552,1712.0,6.851,0.001712
15,1716,7200336,1716.0,6.867,0.001716
16,1651,6927596,1651.0,6.607,0.001651
17,1683,7061868,1683.0,6.735,0.001683
18,1655,6944380,1655.0,6.623,0.001655
19,1644,6898224,1644.0,6.579,0.001644
20,1667,6994732,1667.0,6.671,0.001667
21,1676,7032496,1676.0,6.707,0.001676
22,1647,6910812,1647.0,6.591,0.001647
23,1603,6726188,1603.0,6.415,0.001603
24,1651,6927596,1651.0,6.607,0.001651
25,1644,6898224,1644.0,6.579,0.001644
26,1713,7187748,1713.0,6.855,0.001713
27,1689,7087044,1689.0,6.759,0.001689
28,1686,7074456,1686.0,6.747,0.001686
29,1706,7158376,1706.0,6.827,0.001706
30,1708,7166768,1708.0,6.835,0.001708
