timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,729,973,1014271,1215487,179,2089983,14196,119812
2,711,905,1008127,1052671,186,2054143,12956,112358
3,720,1052,1018879,1046527,161,2051071,13445,115660
4,835,1347,1011199,1230847,178,1437695,16035,124773
5,884,1286,1017343,1061887,270,2077695,16466,126399
6,921,1441,1022463,1055743,178,2244607,17940,135253
7,960,1521,1019903,1035775,148,2049023,18168,130748
8,940,1505,1020415,1229823,294,2088959,18386,134484
9,864,1299,1018879,1050623,204,2084863,16441,126520
10,931,1394,1017855,1046015,227,1067007,17896,128674
11,39615,40383,40895,1309695,38272,1311743,47856,94592
12,38399,39999,1886207,2500607,37440,2500607,62541,223752
13,40159,41087,244223,2918399,38304,2920447,59710,212963
14,38847,40415,41343,3753983,37216,4399103,53839,202977
15,38527,40927,42047,2091007,37632,2096127,43314,90774
16,39967,44351,242175,5406719,37600,5406719,64439,290915
17,39583,40639,41983,857599,38592,1065983,41110,33509
18,40223,41887,42783,2287615,39136,2287615,49845,139283
19,40735,42303,43199,2930687,38688,3358719,58616,216236
20,40127,41567,42303,2071551,38784,3737599,51450,147577
21,39583,41663,42719,5427199,38496,5427199,63586,280323
22,40543,41791,43327,2932735,39040,3452927,47856,138327
23,40479,47199,858111,2961407,38848,4415487,58618,188182
24,40191,41727,43263,2121727,38592,5402623,55078,187656
25,40767,42015,43007,2920447,38112,2967551,51018,151083
26,38751,40255,41535,3690495,37824,3776511,53805,192037
27,39487,41119,43103,2022399,38336,2123775,47580,117752
28,39711,41279,41663,2947071,37728,2947071,48090,146253
29,39199,40063,41599,3397631,37184,4419583,51285,172418
30,38783,40671,42015,2123775,38080,5423103,45738,153943
