syscall_name,count,errors,total_time_us,avg_time_us,pct_time
read,2326447,0,121927304,52,15.33
futex,105346,0,625321732,5935,78.61
write,68424,0,3836686,56,0.48
shutdown,34216,0,1852965,54,0.23
rt_sigreturn,423,0,13982,33,0.00
restart_syscall,6,0,5624767,937461,0.71
openat,5,0,345,69,0.00
