timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1769,432,1229,342
2,58292,10923,39138,10123
3,58187,10950,39659,10235
4,60069,11050,40882,10893
5,58227,10688,38913,9932
6,59034,10853,41510,9841
7,58641,11047,40448,10811
8,59184,10931,40376,10022
9,58160,11116,40242,10472
10,59708,11032,40573,10319
11,58223,10851,39498,10240
12,58875,11033,39415,10312
13,59999,11536,41246,9664
14,58616,10677,39866,10501
15,59540,11035,41115,10228
16,59651,11358,40489,10148
17,59614,11110,40538,10371
18,59063,11034,40783,10418
19,54729,10130,37084,9335
20,46,0,0,0
21,46,0,0,0
22,47,0,0,0
23,45,0,0,0
24,48,0,0,0
25,46,0,0,0
26,46,0,0,0
27,47,0,0,0
28,46,1,0,0
29,47,0,0,0
30,46,0,0,0
