timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,9439,15319,29183,37631,1508,41631,10386,4622
2,9431,15647,27807,35583,128,38975,10378,4459
3,8751,16655,27279,34751,132,40159,10015,4860
4,9375,15639,27919,36575,171,39583,10438,4447
5,9847,16527,29359,38431,677,42719,10941,4728
6,9727,16799,29887,36287,1713,40767,10924,4863
7,9287,17055,29759,36607,1084,44319,10634,5077
8,9695,16343,29871,35903,621,38975,10752,4846
9,9535,17039,30015,36351,1406,40991,10796,5066
10,9583,16479,29551,36319,1016,39903,10812,4750
11,10023,16463,27711,36863,1126,42175,11011,4621
12,10079,16039,27663,35711,1124,40735,10874,4445
13,9551,16911,28911,37887,1115,40863,10782,5016
14,10039,16511,27439,36223,1702,39775,10971,4551
15,9575,16431,28703,35647,1371,45023,10737,4746
16,9679,16015,28559,41535,547,48671,10685,4776
17,9407,17263,30255,37567,1219,42431,10783,5190
18,9751,17279,31455,38399,1391,45663,10901,5356
19,9607,16687,29247,37983,1108,46239,10746,4886
20,10159,15719,31087,40927,539,45055,11019,4831
21,10727,15791,28479,37855,1194,42559,11479,4190
22,10823,15247,25855,38047,1214,44927,11482,3649
23,10511,16383,31711,39039,1107,41727,11449,4851
24,11279,16295,28639,37535,1827,45375,11955,4292
25,10463,16751,29871,39903,1327,45727,11354,4906
26,9343,17599,31343,38847,1206,43103,10719,5431
27,10127,15527,30495,41087,1283,46303,10910,4762
28,9799,15071,28271,36703,1180,45599,10719,4257
29,10503,15967,27759,35455,1351,37855,11515,4062
30,11207,18415,36415,46111,1413,54175,12390,5705
